Id,Score,Col_1,Col_4,Col_6,Col_7,Col_9,Col_11,Col_12,Col_15,Col_17,Col_18,Col_19,Col_20,Col_23,Col_24,Col_27,Col_28,Col_29
364,1,13,a,2,13,b,c,h,b,c,0,0,a,1,b,b,a,b
365,4,16,a,2,5,b,d,g,k,g,1,1,a,3,b,f,a,d
366,8,0,a,0,9,b,c,f,i,c,1,0,b,1,b,j,a,b
367,1,21,b,1,2,b,d,c,j,f,2,0,b,1,b,f,a,b
368,4,4,a,2,13,b,a,f,a,c,2,7,a,1,b,b,a,b
369,7,18,a,5,13,b,c,a,i,c,1,4,a,1,b,a,a,b
370,3,16,a,4,17,b,d,b,m,f,2,5,a,1,b,h,a,b
371,6,7,a,4,6,b,d,f,r,f,2,0,a,1,b,f,a,d
372,8,17,b,0,4,b,d,h,k,f,1,5,b,3,b,h,a,b
373,4,11,b,0,4,b,a,b,b,a,0,0,a,2,b,a,c,b
374,1,4,a,3,9,b,c,f,i,c,4,2,a,2,b,b,a,b
375,4,1,a,0,4,b,c,f,b,a,0,9,a,3,b,a,a,b
376,1,17,b,1,8,b,e,f,m,i,0,8,a,1,b,h,a,b
377,14,2,a,1,15,b,c,f,i,b,4,2,b,1,b,a,a,b
378,6,19,b,2,6,b,c,a,b,a,2,0,a,1,b,b,a,b
379,4,17,a,0,8,b,d,c,r,f,0,0,a,1,b,f,a,b
380,4,14,a,4,7,b,d,f,n,i,3,6,b,1,b,f,a,b
381,2,21,a,4,13,b,c,f,a,c,3,6,a,1,b,j,a,b
382,1,17,a,0,14,b,d,f,j,i,0,1,b,3,b,h,a,d
383,5,5,a,3,10,b,c,h,i,c,0,3,a,1,b,j,a,b
384,14,8,a,0,8,b,c,f,b,c,2,3,b,1,b,b,a,b
385,1,18,b,1,4,b,d,f,m,i,3,10,a,1,b,h,a,b
386,4,8,a,1,2,b,c,f,b,a,0,4,a,1,b,b,a,b
387,1,4,a,2,16,b,c,a,b,a,2,2,a,1,b,b,a,b
388,1,10,a,1,12,b,d,a,r,g,2,1,a,1,b,f,a,b
389,5,14,a,6,5,b,c,a,b,a,0,0,b,2,b,b,a,b
390,2,17,a,3,10,b,c,f,a,f,3,1,a,1,b,b,a,b
391,4,14,a,3,8,b,c,f,i,c,1,0,b,1,b,j,a,b
392,4,14,a,2,13,b,d,h,k,g,2,2,a,1,b,f,a,b
393,6,19,b,1,15,d,d,a,k,i,1,0,a,1,b,f,a,b
394,10,18,b,6,5,b,d,f,r,i,3,6,b,1,b,f,a,b
395,1,18,a,1,4,a,c,f,i,a,1,0,b,1,b,b,b,b
396,3,17,a,1,5,b,d,a,m,g,1,3,b,3,b,f,a,b
397,7,0,a,0,17,b,c,f,i,b,1,0,a,1,b,b,b,b
398,9,22,a,2,18,b,c,f,i,c,0,9,b,1,b,j,a,b
399,2,9,a,1,0,b,d,b,r,i,2,9,b,3,b,h,a,b
400,1,2,a,1,0,b,c,f,i,a,1,0,a,1,b,j,a,b
401,2,20,a,2,7,d,d,b,k,i,1,7,a,2,b,l,a,d
402,3,6,a,1,14,b,d,f,k,i,2,1,b,1,b,f,a,a
403,1,0,a,0,7,b,e,f,k,i,1,0,b,1,b,f,a,a
404,2,21,a,6,11,b,c,f,i,c,1,2,a,1,b,j,a,b
405,1,17,a,2,13,b,e,a,j,g,1,8,b,1,b,f,a,b
406,1,1,a,0,11,b,a,f,b,c,1,0,a,4,b,b,a,b
407,4,16,a,5,12,b,d,f,m,i,0,11,b,1,b,l,a,b
408,1,10,a,3,1,b,c,b,b,a,1,0,b,1,d,b,f,b
409,8,11,a,2,6,b,e,a,k,i,0,0,a,1,b,h,a,b
410,8,16,a,0,16,b,c,a,i,b,0,8,b,1,b,b,a,b
411,1,4,a,3,10,b,c,d,i,c,1,0,a,1,a,j,a,b
412,1,16,a,3,2,b,d,f,j,i,1,0,a,3,b,f,d,b
413,7,7,a,0,5,b,d,a,k,g,3,8,b,2,b,f,a,d
414,5,18,a,3,8,b,c,a,a,f,2,1,a,2,b,b,a,b
415,1,17,b,4,3,b,c,c,i,b,1,1,a,2,b,b,a,b
416,1,11,a,3,14,b,c,f,b,c,2,2,b,3,b,b,a,b
417,2,1,a,0,16,b,c,a,b,a,0,0,a,1,b,b,a,b
418,5,7,a,1,8,b,d,f,k,f,1,0,b,3,b,f,g,b
419,4,16,a,3,18,b,c,f,i,b,1,3,a,3,b,b,a,b
420,1,17,b,0,12,b,c,h,g,a,1,1,b,1,b,b,a,b
421,1,19,a,1,0,b,e,b,r,f,1,11,a,3,b,f,a,b
422,2,1,a,0,3,b,c,a,h,f,2,0,a,3,b,b,a,b
423,8,17,b,2,4,b,d,b,k,f,1,0,a,1,b,f,c,b
424,1,20,a,1,14,b,d,f,k,i,1,0,b,1,b,h,a,b
425,6,11,a,1,6,b,c,h,i,a,1,1,a,3,b,b,a,b
426,1,8,a,2,11,b,c,f,b,c,1,1,a,1,b,j,a,b
427,4,10,a,3,10,b,d,h,k,f,4,0,b,1,b,k,b,b
428,8,7,a,2,11,b,c,f,i,c,1,0,b,2,c,j,a,b
429,1,16,a,5,13,b,c,h,i,c,0,0,b,1,b,j,a,b
430,5,7,a,5,5,b,d,a,k,i,0,0,b,1,b,g,a,b
431,7,16,a,5,4,d,c,b,b,a,4,5,a,3,b,d,a,b
432,8,9,a,6,6,b,c,a,b,a,1,6,a,1,b,b,a,b
433,1,10,a,5,11,b,e,f,p,f,0,0,b,1,b,h,a,b
434,1,2,a,1,10,b,d,d,r,i,2,1,a,2,b,h,a,a
435,5,12,a,0,7,b,c,f,b,c,4,4,b,1,b,b,a,d
436,1,5,a,0,12,b,d,h,r,g,1,0,a,1,b,h,a,b
437,1,22,b,2,9,b,d,f,r,f,6,3,a,1,b,f,e,b
438,1,15,a,4,1,b,a,b,i,a,2,0,a,1,b,j,f,b
439,1,19,a,3,13,b,d,f,n,i,1,8,b,3,b,f,a,b
440,7,18,a,0,14,b,d,f,r,i,0,2,a,1,b,f,a,b
441,1,10,a,6,4,b,d,f,k,i,0,7,b,1,b,f,b,b
442,2,17,a,4,9,b,c,f,i,c,2,4,a,2,b,j,a,b
443,1,7,a,4,4,d,d,a,r,i,1,3,a,3,b,f,a,b
444,1,9,a,1,8,b,c,f,i,c,0,0,b,3,b,j,a,b
445,1,20,a,2,11,b,d,a,k,g,0,3,b,1,b,f,c,b
446,7,15,a,6,5,b,c,a,a,a,0,6,b,1,c,b,a,b
447,1,14,a,2,17,d,c,a,i,c,1,2,b,1,b,b,a,b
448,2,2,b,1,4,b,e,b,k,i,1,0,b,3,b,f,f,b
449,7,4,a,2,11,b,d,f,k,f,1,0,b,1,b,h,a,b
450,2,10,b,1,4,b,d,a,k,g,2,1,a,2,b,h,a,b
451,1,13,a,2,5,b,d,a,r,g,1,9,a,1,d,f,a,b
452,1,12,b,2,7,b,e,e,k,i,3,0,b,1,b,h,a,b
453,1,22,b,4,11,b,c,f,i,c,5,9,a,1,b,j,a,b
454,1,6,b,4,3,b,d,f,k,i,1,1,b,3,b,f,a,b
455,4,18,b,2,4,b,d,a,k,g,2,3,b,1,b,f,a,b
456,10,18,a,1,1,b,c,b,a,b,1,0,a,1,b,b,a,b
457,1,7,a,0,7,b,c,a,b,c,5,5,b,3,b,b,a,b
458,1,16,a,0,7,b,c,f,i,f,2,9,a,3,b,b,a,b
459,4,8,a,1,13,b,e,c,k,i,2,6,a,3,c,f,c,b
460,3,18,b,8,8,b,d,a,r,g,0,0,b,1,b,f,a,b
461,8,19,b,3,15,b,c,a,b,c,1,0,a,1,b,b,b,d
462,4,18,b,1,6,b,a,c,b,a,0,0,a,3,b,b,a,b
463,1,12,b,2,4,b,d,b,l,i,1,0,a,1,b,h,a,b
464,1,0,a,0,8,b,c,f,b,f,0,0,b,1,b,b,a,b
465,2,22,a,2,11,b,d,f,r,f,2,0,b,1,b,f,a,b
466,4,9,a,6,17,c,c,h,i,a,2,6,a,1,b,b,a,b
467,1,18,b,3,11,b,d,a,k,g,1,2,a,1,b,h,a,b
468,1,23,a,3,12,b,e,a,k,g,5,1,a,1,b,f,a,b
469,10,17,a,3,7,b,d,f,k,i,1,10,b,1,b,f,a,b
470,1,4,b,2,1,b,d,b,n,i,1,0,a,3,b,f,f,b
471,2,3,b,2,3,b,c,f,b,f,2,0,a,1,b,b,a,b
472,1,9,a,0,13,b,c,a,i,f,0,0,a,3,b,b,a,b
473,1,14,a,3,1,b,a,b,b,a,3,4,a,2,b,j,a,b
474,3,18,a,2,10,b,c,f,i,a,1,7,a,1,b,j,a,b
475,1,4,a,1,2,b,a,f,b,a,3,3,b,1,b,b,a,d
476,4,7,a,1,10,b,c,f,i,c,1,0,b,1,b,j,a,b
477,1,11,b,2,6,b,d,a,k,g,2,0,b,1,b,h,a,b
478,2,17,a,1,14,b,a,a,g,a,0,0,b,1,b,b,a,b
479,1,12,a,1,10,b,c,f,a,a,0,0,b,1,b,b,a,b
480,1,0,a,0,4,b,c,g,g,a,1,0,a,3,b,c,a,b
481,1,2,b,1,7,b,a,f,i,c,1,1,a,1,b,b,a,b
482,1,2,a,1,6,b,c,a,b,a,1,2,b,1,b,b,a,b
483,9,19,b,1,10,b,d,f,r,i,3,0,b,2,b,f,a,b
484,1,2,a,1,8,b,c,f,c,f,3,0,b,1,b,b,a,b
485,1,17,a,3,8,b,c,f,a,a,1,0,b,3,b,j,a,b
486,2,17,a,2,13,b,c,f,i,c,1,0,a,2,b,b,a,b
487,1,14,a,1,16,b,c,a,i,a,1,7,a,2,b,b,a,b
488,1,22,a,3,14,b,c,h,i,c,0,0,a,3,b,b,a,b
489,1,15,a,3,17,b,c,f,i,a,0,8,a,3,b,b,a,b
490,10,16,b,3,2,b,d,a,r,f,2,4,a,1,b,h,a,b
491,1,16,a,1,16,b,d,a,r,f,1,0,a,1,b,h,a,b
492,1,6,a,4,11,b,d,f,r,i,1,0,b,3,b,i,a,b
493,1,4,b,3,6,b,e,a,r,i,2,3,a,3,b,f,a,b
494,4,16,a,3,14,b,c,f,b,f,3,0,a,3,b,b,a,b
495,1,3,b,2,4,a,d,a,r,i,0,0,b,1,b,f,a,b
496,4,11,a,4,17,b,c,f,i,c,1,0,a,1,b,b,a,b
497,4,1,a,1,7,b,d,d,k,i,1,1,b,1,b,h,a,c
498,1,1,a,1,13,b,d,f,k,i,3,1,a,1,b,h,a,b
499,4,4,a,3,8,b,c,f,f,f,1,4,a,1,b,j,a,c
500,2,4,a,2,8,b,d,f,r,i,1,3,b,1,b,h,a,b
501,4,2,a,1,3,b,d,a,j,f,2,2,a,1,b,h,b,b
502,8,15,a,7,2,b,d,d,k,f,1,10,b,1,b,f,b,c
503,6,19,a,1,6,b,d,f,m,i,3,9,b,1,b,f,a,b
504,1,6,a,4,6,b,d,c,k,i,0,0,b,3,b,f,a,b
505,1,7,a,1,11,b,c,h,e,f,1,5,b,1,b,b,a,b
506,1,1,a,1,4,b,c,b,b,a,1,0,a,4,b,b,f,b
507,2,5,b,2,2,b,c,a,a,a,0,1,b,3,b,b,a,b
508,1,9,a,4,1,b,d,f,n,i,0,0,b,1,b,f,a,b
509,7,20,a,1,8,b,d,f,r,i,3,2,a,1,b,h,a,b
510,2,14,a,2,10,b,d,f,k,i,1,0,a,1,b,h,a,a
511,8,16,a,1,6,b,d,f,r,f,1,10,b,1,b,h,b,b
512,1,0,a,0,16,b,d,d,r,i,3,1,b,3,b,h,a,b
513,1,21,a,2,7,b,d,f,j,i,1,2,b,1,b,f,a,b
514,1,17,a,2,11,b,c,f,i,c,0,0,a,1,b,b,a,b
515,3,17,a,6,5,b,d,e,k,i,0,11,b,3,b,f,a,b
516,4,16,b,3,2,b,d,f,n,i,3,8,a,1,b,h,a,b
517,4,17,a,0,6,b,e,a,m,f,0,10,a,1,b,f,a,b
518,5,2,a,1,12,b,d,f,l,f,1,0,b,1,b,h,a,b
519,1,16,a,0,7,b,c,a,b,c,1,0,b,1,b,b,a,b
520,1,14,a,2,17,b,c,f,i,a,0,2,a,4,b,b,a,b
521,1,2,b,1,5,b,c,a,b,a,1,1,b,1,b,b,a,b
522,2,6,a,0,2,b,c,f,b,f,2,5,a,1,b,b,a,b
523,1,18,b,1,5,b,c,a,e,b,1,0,b,1,b,b,a,b
524,2,16,a,1,0,b,c,b,i,a,4,1,a,1,b,j,a,b
525,4,18,a,2,6,b,c,a,g,a,1,10,b,1,b,b,b,b
526,2,19,a,6,7,b,c,f,a,c,3,0,b,1,b,j,a,d
527,1,14,a,1,5,b,a,a,b,a,1,0,b,3,b,b,g,b
528,1,13,a,2,2,b,a,f,b,a,1,0,b,1,b,a,a,b
529,3,18,a,4,3,b,c,f,g,d,2,1,b,1,b,b,a,b
530,7,14,a,0,9,b,d,h,r,g,0,9,a,1,b,f,a,b
531,3,16,a,5,8,b,d,c,l,i,1,9,b,1,b,f,a,b
532,4,16,a,4,0,b,a,b,b,a,1,0,a,1,c,b,a,b
533,1,14,a,2,0,b,a,f,e,a,0,1,a,1,b,b,a,d
534,7,23,b,5,8,b,d,f,o,f,1,1,b,1,b,h,a,b
535,3,1,b,0,10,b,d,f,k,i,3,2,a,1,b,f,a,b
536,1,17,a,5,6,d,d,g,k,g,0,11,a,1,b,h,a,b
537,4,17,a,4,8,b,d,a,k,g,3,7,a,1,b,h,a,b
538,11,11,b,1,8,b,d,f,m,i,1,0,a,1,b,g,a,b
539,4,17,a,1,1,b,d,f,k,f,5,3,b,2,b,f,a,b
540,3,6,a,4,11,b,d,b,m,f,1,0,a,1,b,f,a,b
541,8,14,a,2,17,b,d,f,r,i,1,10,a,3,b,h,a,b
542,7,8,a,5,7,b,c,f,b,f,3,0,b,1,b,b,a,b
543,4,10,a,1,2,b,c,a,b,f,1,0,b,1,b,j,a,b
544,1,12,b,0,7,b,c,f,b,a,1,6,a,1,b,b,a,b
545,4,9,a,0,17,b,c,f,i,b,1,2,a,1,b,j,a,b
546,1,22,a,3,8,b,c,f,e,f,1,3,b,1,b,b,a,b
547,1,7,a,1,12,b,d,f,k,i,0,5,a,3,a,f,a,b
548,1,6,b,4,12,b,e,f,r,f,1,0,a,3,b,f,a,b
549,7,21,a,5,12,b,d,b,n,i,1,2,b,1,b,f,a,b
550,5,16,a,1,14,b,c,a,b,c,4,0,b,1,b,b,a,b
551,4,5,a,3,12,b,c,f,a,a,1,0,b,1,b,b,a,b
552,2,14,a,4,2,b,c,f,b,f,3,0,a,1,b,j,a,b
553,6,9,a,6,17,b,c,h,b,a,0,0,b,1,b,b,a,b
554,2,14,a,1,5,b,c,f,b,a,3,5,a,3,b,b,a,b
555,1,1,a,0,5,b,d,a,r,g,1,1,a,1,b,h,a,b
556,3,4,a,3,3,b,c,f,b,a,1,1,a,3,b,b,a,b
557,1,5,a,3,7,b,a,f,c,f,3,0,a,1,b,b,a,b
558,1,4,b,3,4,b,d,a,r,g,3,3,b,1,b,g,a,b
559,3,11,a,7,7,b,e,a,r,i,1,3,a,3,b,f,g,b
560,1,3,b,2,1,b,d,b,p,i,2,0,a,3,b,f,f,b
561,1,2,a,1,13,d,d,h,m,g,1,10,a,1,b,f,a,b
562,11,17,a,1,8,b,d,a,r,g,0,8,b,3,b,h,a,b
563,9,17,a,2,3,b,d,f,r,i,1,11,a,1,b,h,a,b
564,1,3,a,1,0,b,c,b,b,a,1,0,b,2,b,e,f,b
565,2,20,a,3,8,b,c,h,e,c,2,7,a,1,b,a,a,b
566,1,15,a,1,12,b,d,f,l,i,1,1,a,1,b,k,a,b
567,1,14,a,1,16,b,a,f,b,b,0,10,b,1,b,b,b,b
568,1,1,a,0,8,b,c,f,c,f,3,0,a,1,b,b,a,b
569,1,7,a,4,12,b,d,c,k,i,0,4,a,1,b,f,c,b
570,2,20,a,3,10,b,d,g,p,i,2,0,a,1,b,g,a,b
571,4,6,a,4,7,b,d,f,n,i,2,6,b,1,b,h,a,b
572,7,16,a,2,15,b,c,a,a,f,1,2,a,1,b,j,a,b
573,1,18,b,2,10,b,d,a,r,g,3,2,a,1,b,f,a,b
574,8,17,a,0,2,b,c,a,b,f,3,3,a,1,b,j,a,b
575,4,22,b,0,11,b,c,f,e,c,3,0,b,1,b,j,a,b
576,1,18,a,5,4,b,d,g,r,i,0,5,a,1,b,h,a,b
577,1,17,a,1,14,b,c,a,a,c,3,0,a,1,b,b,a,b
578,3,22,a,0,12,b,f,f,r,i,0,0,a,1,b,f,a,b
579,1,8,a,5,4,b,d,b,k,i,3,5,b,1,b,f,f,b
580,2,10,a,0,6,b,a,a,d,a,2,0,b,3,b,b,a,b
581,8,1,a,1,6,b,c,a,b,a,2,0,b,3,b,b,a,b
582,10,16,b,1,13,b,d,c,r,i,3,11,a,3,b,f,a,b
583,1,17,b,0,1,b,c,f,b,b,1,4,b,1,b,j,a,b
584,1,5,a,1,11,b,e,f,r,f,1,0,b,1,b,f,a,b
585,2,15,b,2,5,b,c,f,b,a,1,2,a,1,b,b,a,b
586,3,17,a,3,6,b,d,a,k,f,0,0,a,1,b,f,a,b
587,3,18,a,1,7,b,c,f,f,c,2,1,a,1,b,b,a,b
588,1,10,a,0,13,b,a,f,i,c,1,4,b,1,b,b,a,b
589,4,14,a,2,14,b,c,f,i,a,4,2,b,1,b,b,a,b
590,1,17,a,0,2,b,d,f,k,i,0,9,b,1,b,f,a,b
591,1,19,a,2,2,b,c,h,g,f,1,0,b,1,b,b,a,b
592,11,7,a,5,8,b,c,f,e,c,3,5,b,1,b,d,a,b
593,18,18,a,1,8,b,c,f,a,b,1,0,b,1,b,j,a,b
594,4,17,a,2,1,b,b,f,b,a,1,0,a,2,b,e,a,b
595,7,20,b,2,13,d,a,f,i,c,5,3,a,1,b,j,a,b
596,2,8,b,2,17,b,c,f,i,c,0,1,a,1,b,b,b,b
597,2,17,a,1,16,b,a,f,a,b,1,11,a,3,b,j,a,b
598,2,17,a,2,18,b,c,c,d,f,3,6,a,3,b,b,a,b
599,5,5,a,2,16,b,c,a,g,b,2,2,b,1,b,b,a,b
600,4,15,a,0,4,b,a,c,b,a,1,3,a,4,b,b,a,b
601,5,8,a,4,11,b,c,f,i,f,4,2,a,1,b,j,a,b
602,1,12,a,3,0,b,c,f,i,a,3,11,b,1,b,j,a,b
603,1,5,a,3,6,b,c,a,g,a,0,0,a,1,b,b,a,b
604,1,2,a,0,4,b,c,f,a,a,0,0,a,1,b,d,a,b
605,9,20,a,1,14,b,e,a,m,f,2,0,a,1,b,f,a,b
606,11,18,a,6,3,d,d,f,n,i,5,2,a,1,b,f,a,b
607,14,20,a,5,18,b,d,e,j,f,0,0,a,1,b,f,a,d
608,2,16,a,1,5,d,d,f,n,i,2,5,a,2,b,h,a,b
609,4,8,a,5,14,b,d,f,l,i,3,1,a,1,b,f,a,b
610,1,17,b,3,2,b,c,a,b,b,2,1,b,1,b,b,c,b
611,4,6,a,4,3,b,e,f,m,i,1,3,b,1,b,f,a,a
612,5,20,a,5,11,c,d,c,k,i,0,11,a,1,d,f,a,b
613,1,16,a,1,14,b,d,f,n,f,4,0,a,1,b,f,a,b
614,1,15,a,2,7,b,c,h,b,f,1,10,a,1,b,b,a,d
615,1,17,b,3,11,b,d,a,k,g,1,2,a,1,b,f,a,b
616,7,14,b,1,1,b,d,f,p,f,2,0,a,1,b,f,a,d
617,3,19,b,2,12,b,d,f,j,i,1,2,b,1,b,f,a,b
618,1,16,a,7,1,b,c,b,b,a,2,3,b,2,b,e,a,b
619,1,6,a,4,2,b,d,h,r,g,2,4,a,1,b,f,b,b
620,4,17,a,0,5,b,c,a,b,a,0,0,a,3,b,b,a,b
621,9,17,a,3,9,b,c,f,i,c,2,0,a,1,b,j,a,b
622,1,14,a,1,12,b,d,c,r,i,3,0,a,1,b,f,a,b
623,2,15,a,0,5,b,d,a,p,i,1,10,b,1,b,f,a,b
624,1,18,a,3,8,b,c,a,e,f,0,0,b,1,b,b,a,b
625,1,0,a,0,2,b,d,f,k,i,1,1,a,1,d,h,a,b
626,1,7,a,1,1,b,a,b,b,a,3,1,b,3,b,e,f,b
627,1,11,a,1,7,b,d,f,r,i,1,0,a,1,b,h,a,d
628,2,16,a,1,1,b,c,b,b,b,1,0,a,1,b,a,a,b
629,3,6,a,4,3,b,d,a,r,i,1,4,a,1,b,f,a,b
630,1,18,a,1,0,b,d,b,r,i,2,0,b,1,d,k,a,d
631,3,2,a,1,14,b,c,f,i,b,3,2,a,1,b,b,a,b
632,1,14,a,0,0,b,c,b,b,a,2,1,a,3,b,a,a,b
633,7,3,a,2,15,b,c,d,e,a,0,0,a,1,b,b,b,b
634,8,17,b,3,6,b,d,h,r,g,1,8,a,1,b,f,a,b
635,2,1,b,0,2,b,c,f,d,c,1,0,a,1,b,j,a,b
636,1,16,a,2,6,b,c,a,b,a,0,0,a,3,b,a,a,b
637,2,17,a,2,8,b,d,h,n,f,1,0,a,1,b,h,a,b
638,14,20,b,0,14,b,d,f,r,i,0,0,a,1,b,f,a,b
639,10,11,a,3,18,b,d,f,k,f,1,0,b,1,b,h,a,b
640,5,11,a,5,13,b,d,f,m,i,0,9,b,1,d,f,a,b
641,1,18,a,2,10,b,c,f,e,c,5,3,a,1,b,j,a,b
642,5,18,a,6,13,b,c,f,i,b,3,9,a,1,b,b,a,b
643,1,16,a,1,11,b,c,a,i,a,0,0,a,1,b,j,a,b
644,7,2,a,0,12,b,d,d,j,i,3,5,b,1,b,f,b,b
645,1,17,a,1,12,b,c,f,i,c,1,0,a,2,b,b,a,b
646,11,9,a,4,5,b,d,f,k,i,1,0,a,3,b,f,a,b
647,10,15,a,0,3,b,c,f,b,f,1,8,b,1,b,b,a,a
648,1,4,b,2,10,b,d,f,r,i,2,3,a,1,b,h,a,b
649,7,7,a,3,12,b,c,f,i,b,0,0,a,1,b,j,a,b
650,4,5,a,3,16,b,c,f,b,a,1,0,a,1,b,b,a,b
651,7,1,b,1,18,b,c,f,a,a,2,1,a,1,b,b,a,b
652,7,18,a,4,7,b,d,f,k,i,2,8,b,1,b,g,a,b
653,1,22,b,6,12,b,c,c,i,c,0,2,b,1,b,b,a,b
654,4,1,a,1,5,b,c,a,b,a,0,1,a,1,b,b,a,b
655,5,11,a,3,10,b,c,a,i,b,0,2,b,3,b,j,a,b
656,7,11,a,1,7,b,d,f,n,i,1,0,b,1,b,f,a,b
657,7,15,a,4,6,b,d,a,r,g,0,11,a,3,b,h,a,b
658,5,6,a,3,10,b,c,f,i,c,1,0,b,1,b,j,a,b
659,1,20,a,0,13,b,c,a,i,f,1,0,b,3,b,j,e,b
660,2,9,a,2,10,b,d,f,k,i,2,4,b,1,b,h,a,b
661,2,16,a,2,3,b,a,f,b,a,3,0,b,3,b,b,a,b
662,1,13,b,3,13,b,c,f,i,c,1,4,a,1,b,b,a,b
663,4,9,a,6,8,b,d,f,r,i,2,3,b,1,b,h,a,b
664,9,12,b,2,17,b,d,f,k,i,1,0,a,1,b,f,a,b
665,1,1,a,1,7,b,c,a,c,c,2,1,b,3,b,b,a,b
666,2,18,a,4,8,c,d,a,k,g,2,8,a,3,b,f,a,b
667,7,17,a,0,11,b,d,f,n,i,0,10,b,1,b,f,a,d
668,1,5,a,3,13,d,d,h,k,g,2,3,a,1,a,f,a,b
669,4,18,a,1,17,b,c,c,e,b,0,10,b,1,b,b,b,b
670,1,5,a,0,16,b,c,f,b,a,0,0,a,2,b,b,a,b
671,19,18,a,3,9,b,d,f,n,i,1,0,b,1,b,f,a,b
672,12,17,a,6,13,b,e,h,n,g,2,7,b,1,b,f,a,b
673,1,18,a,0,7,b,c,a,d,c,0,3,b,1,b,b,a,b
674,1,14,a,2,6,b,e,a,k,i,4,1,a,1,b,h,a,b
675,1,7,a,5,18,b,c,f,e,c,2,5,a,1,b,b,a,b
676,1,13,b,3,6,b,c,f,a,a,0,7,b,1,a,b,a,d
677,1,15,a,4,12,b,d,c,k,i,1,0,b,1,c,k,a,b
678,1,19,a,3,8,b,e,a,k,g,0,0,a,1,b,k,a,b
679,1,1,a,1,14,b,d,f,k,i,3,10,b,1,b,f,a,b
680,1,16,a,3,10,b,c,f,i,c,3,0,b,1,b,j,a,b
681,1,0,a,0,15,b,d,f,k,f,2,0,a,1,b,f,a,b
682,2,14,a,1,8,b,d,f,r,i,1,11,b,1,b,f,a,b
683,4,20,a,1,15,b,d,f,k,f,1,0,b,1,d,f,a,b
684,1,12,b,0,10,b,c,f,a,b,0,0,a,1,b,b,a,d
685,4,18,a,3,7,b,a,a,e,f,1,0,b,1,b,a,a,b
686,4,5,a,3,4,b,c,b,b,a,1,0,b,1,b,c,f,b
687,2,8,a,5,5,b,c,a,b,a,1,0,a,3,b,b,a,b
688,19,0,a,0,5,b,e,a,r,i,1,0,b,3,b,f,a,b
689,1,16,a,4,15,b,c,a,b,c,4,0,b,1,c,b,a,d
690,1,18,a,3,13,b,d,f,q,f,0,0,b,3,b,g,a,b
691,4,9,b,0,14,b,c,f,i,c,1,0,a,1,b,b,a,b
692,4,4,a,1,1,b,b,b,b,a,3,0,a,2,b,e,f,d
693,3,16,a,0,15,b,c,f,i,b,1,6,a,3,b,b,a,b
694,1,17,a,2,13,b,c,c,i,a,0,0,a,1,b,b,a,b
695,5,16,a,4,9,b,c,f,i,c,2,3,a,1,a,j,a,b
696,4,7,a,5,7,b,e,f,k,i,1,0,b,1,b,h,a,c
697,1,7,a,1,5,b,d,a,n,g,1,1,b,1,b,l,a,b
698,4,6,b,0,15,d,c,a,i,b,1,2,a,3,b,b,a,b
699,8,18,b,3,4,b,d,h,r,g,1,1,a,1,b,g,a,b
700,1,5,b,3,5,b,d,e,r,i,1,1,a,3,b,h,a,b
701,1,14,a,4,17,b,c,f,i,c,4,3,a,3,b,b,a,b
702,4,17,a,0,14,b,d,f,k,i,2,0,a,1,b,f,a,b
703,1,22,a,0,13,b,c,h,i,c,3,1,a,3,b,j,a,b
704,2,8,a,1,3,b,d,f,r,f,3,0,a,1,b,h,a,b
705,1,14,a,0,2,b,a,h,b,b,1,10,b,3,b,j,d,d
706,15,15,a,5,3,b,d,a,n,g,1,1,a,3,b,f,a,b
707,1,6,b,1,18,b,d,a,r,g,4,5,b,3,b,f,a,b
708,1,21,a,5,18,b,c,f,e,f,1,5,a,1,b,b,a,b
709,4,5,a,1,16,c,c,a,i,b,0,0,b,1,b,b,a,b
710,5,18,b,2,12,b,c,f,i,c,3,11,a,1,b,b,a,b
711,2,9,b,1,5,b,e,a,q,g,1,6,b,3,b,f,a,b
712,4,4,a,2,16,d,a,d,b,b,1,3,a,1,b,b,a,b
713,4,16,a,1,1,b,e,f,k,i,0,0,a,1,b,f,a,b
714,1,11,a,2,0,b,c,b,b,a,1,10,a,2,b,b,f,b
715,2,16,a,1,11,b,d,f,r,f,1,0,a,1,b,k,a,a
716,4,4,a,0,7,b,c,h,d,c,5,1,a,3,b,j,a,b
717,6,17,a,3,2,b,c,a,e,f,3,5,a,1,b,j,a,b
718,1,7,a,4,7,d,c,f,b,c,4,1,b,1,b,b,a,b
719,4,7,a,4,15,b,e,f,r,i,0,1,a,1,b,f,a,b
720,1,12,a,1,7,b,e,f,k,i,1,1,b,1,b,h,a,b
721,1,5,a,3,9,b,a,d,b,c,3,2,a,3,d,j,a,c
722,1,5,b,1,4,b,c,a,b,a,1,3,b,1,b,b,a,b
723,10,10,a,0,11,b,d,f,k,i,5,7,a,1,b,f,a,b
724,3,6,a,1,3,b,d,f,r,i,1,11,a,3,b,h,a,b
725,4,0,a,0,4,b,c,g,i,a,1,0,b,3,b,b,a,b
726,1,16,b,1,6,b,c,f,i,a,0,7,b,1,b,b,a,b
727,1,6,a,1,8,b,c,b,i,c,1,2,a,3,b,b,a,b
728,2,6,a,2,7,b,c,h,i,c,1,10,a,1,b,b,a,b
729,1,7,a,5,12,b,d,h,r,f,1,0,a,1,b,f,a,b
